,Payload,CruiseSpeed,FleetSize,PayloadFraction,FuelTankFraction,FinenessRatio,CylinderFraction,UsefulPayload,FuelCapacity,AirshipVolume_ft,Diameter,Length,Footprint,RequiredHorsepower,Boat Job Loss,Crop Loss,Income,Forest Loss,Time Savings
58,3.9696969697,22.02020202,3.0,0.3,0.1,3.0,0.0,3.57272727273,0.39696969697000006,464292.0432397662,21.029288584424574,63.08786575327372,1326.692935101029,3.520860976375653,0.0,-655.1488498432935,1459.362228611132,-338417.90996071976,1013.6102727271873
59,33.666666667,14.242424242,3.0,0.3,0.1,3.0,0.0,30.300000000300003,3.3666666667000005,3937621.832397661,42.885008644629586,128.65502593388877,5517.371899349863,3.961854996055663,-4.0,-647.3488498432936,6069.10908928485,-393585.075952895,2182.6161
60,22.777777778,79.292929293,3.0,0.3,0.1,3.0,0.0,20.5000000002,2.2777777778000003,2664067.576374269,37.648058049897074,112.94417414969122,4252.12882478526,526.8953473751174,-6.0,-658.2208498432935,4677.341707263787,-676355.5590730794,8569.96479999986
61,44.555555556,74.343434343,3.0,0.3,0.1,3.0,0.0,40.1000000004,4.4555555556,5211176.088421054,47.08393483900118,141.25180451700354,6650.690759769927,679.2179856294548,-10.0,-658.4658498432935,7315.7598357469205,-780125.8003575257,8727.502999999999
62,23.767676768,16.363636364,3.0,0.3,0.1,3.0,0.0,21.3909090912,2.3767676768,2779845.2360233925,38.18572492950925,114.55717478852775,4374.448765176432,4.7640614835055075,-5.0,-647.3488498432936,4811.893641694076,-370864.156828844,3524.5880000000006
63,29.212121212,10.0,3.0,0.3,0.1,3.0,0.0,26.2909090908,2.9212121212,3416622.3639766085,40.90343934201135,122.71031802603406,5019.2740500168065,1.2475428518862486,-3.0,-647.3488498432936,5521.201455018488,-387152.85577029083,1645.4856000000009
64,27.232323232,38.98989899,3.0,0.3,0.1,3.0,0.0,24.509090908799998,2.7232323232,3185067.044678363,39.95768878603145,119.87306635809435,4789.85067936403,70.5655723709891,-5.0,-655.6159407520936,5268.8357473004335,-376422.7732596714,8576.85313636384
65,7.4343434343,39.696969697,3.0,0.3,0.1,3.0,0.0,6.69090909087,0.74343434343,869513.8519649124,25.92107461373281,77.76322384119842,2015.7063273921106,31.341075090352536,-3.0,-611.5268498432936,2217.2769601313216,-340531.5377319106,6614.017718182341
66,49.505050505,34.04040404,3.0,0.3,0.1,3.0,0.0,44.5545454545,4.9505050505,5790064.386549709,48.76654241870635,146.29962725611904,7134.5269784264565,69.94615837165082,-9.0,-658.4658498432935,7847.979676269103,-419046.92244373634,8710.759399999999
67,2.9797979798,58.787878788,3.0,0.3,0.1,3.0,0.0,2.6818181818199998,0.29797979798,348514.38360233913,19.111777002551356,57.33533100765407,1095.7800605857528,55.33518002646109,-2.0,-656.1548498432935,1205.3580666443281,-357340.90556237055,4417.309699999919
68,39.606060606,12.121212121,3.0,0.3,0.1,3.0,0.0,35.6454545454,3.9606060606,4632287.790175439,45.27161749110229,135.81485247330687,6148.558050782037,2.721610649199658,-4.0,-647.3488498432936,6763.413855860241,-402574.5399027341,2182.6161
69,32.676767677,59.494949495,3.0,0.3,0.1,3.0,0.0,29.4090909093,3.2676767677000003,3821844.172748538,42.460505388213704,127.38151616464111,5408.683553467575,283.104281205634,-6.0,-658.3408498432935,5949.551908814333,-472144.73430111585,8665.60467272721
70,27.727272727,51.717171717,3.0,0.3,0.1,3.0,0.0,24.9545454543,2.7727272727,3242955.8745029243,40.198314808433615,120.59494442530084,4847.713540313799,166.66937674201708,-5.0,-655.7038498432936,5332.48489434518,-419192.05121344887,8588.051227272848
71,7.9292929293,67.97979798,3.0,0.3,0.1,3.0,0.0,7.13636363637,0.79292929293,927402.6817894737,26.484002262933863,79.45200678880158,2104.2071275892577,164.3019280331969,-4.0,-656.8758498432935,2314.627840348184,-395235.0977751054,7783.925018181723
72,42.575757576,41.111111111,3.0,0.3,0.1,3.0,0.0,38.3181818184,4.257575757600001,4979620.769122808,46.375961168924654,139.12788350677397,6452.189323024822,111.42927621599597,-10.0,-658.4658498432935,7097.408255327306,-427197.85894550476,8727.502999999999
